ID,Text,Comment
Building.EarthRepopulator.IronTeeth.DisplayName,Föld-benépesítő,
Building.EarthRepopulator.IronTeeth.FlavorDescription,"Néhány – ma már titkosított – katapultos teszt után inkább ezt a megoldást választották.",
Building.ExercisePlaza.Description,"Itt a hódok csoportos gyakorlatokat végezhetnek.",
Building.ExercisePlaza.DisplayName,Gyakorlótér,
Building.ExercisePlaza.FlavorDescription,"A Vasfogak szeretnének olyanok lenni, mint teremtményeik - mindig keményebbek, jobbak, gyorsabbak, erősebbek.","Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,Robbanóanyagot gyárt rosszvízből.,Explosives and badwater being resource names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,Robbanóanyaggyár,Explosives is a resource name
Building.ExplosivesFactory.FlavorDescription,"Ha már veszélyes, legyen hasznos is!",
Building.FarmerMonument.DisplayName,Földműves Emlékmű,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,"Megzabolázzuk a pusztaságot, tápláljuk a népet.",
Building.Farmhouse.Description,"Földműveseket alkalmaz, akik ültetnek és aratnak.",
Building.Farmhouse.DisplayName,Földművesház,
Building.Farmhouse.FlavorDescription,A mezőgazdaság ma is a hódtársadalom egyik pillére.,
Building.Fermenter.Description,Tápláló élelmiszereket állít elő növényekből erjesztéssel.,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,Erjesztő,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,Néhány baleset után korlátozták a fermentációra engedélyezett áruk listáját.,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,Az Egység Lángja,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,"""Semmi sem kovácsolja úgy össze a csapatot, mint a termelési kvóta."" — Kazkó bá","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,Állítható magasságban visszatartja a vizet.,
Building.Floodgate.DisplayName,Zsilip,
Building.Floodgate.FlavorDescription,"Mindenki azt hitte, a gát a csúcs… amíg Kazkó bá elő nem állt az első zsilippel.",
Building.Floodgate.Height,Magasság: {0},
Building.Floodgate.Synchronize,Összehangolás a szomszédos zsilipekkel,
Building.FluidDump.Description,"Vizet, vagy rosszvizet ereszt ki.",Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,Kifolyóállomás,
Building.FluidDump.ToggleLabel,Folyadék:,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,Élelmiszerfejadagokat gyárt.,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,Élelmiszergyár,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,"A nem megfelelő étkeztetés súlyos károkat okozott a termelésben – és az épületekben.",A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,Fákat és bokrokat ültet.,
Building.Forester.DisplayName,Erdész,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Bátor és gyönyörű, az erdész a hód társadalom magja.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.FountainOfJoy.DisplayName,Az Öröm Forrása,A large water fountain with statues on top.
Building.FountainOfJoy.FlavorDescription,"Nem pazarlás, ha boldoggá tesz.",Water is a very preciuos resource in Timberborn - fountains could be seen as a waste.
Building.GathererFlag.Description,Vadnövényeket takarít be.,
Building.GathererFlag.DisplayName,Gyűjtögetőzászló,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.GathererFlag.FlavorDescription,"Mikor az áfonyát kosárba tették, a hódok véletlenül feltalálták a desszertet.",
Building.GearWorkshop.Description,Fogaskerekeket gyárt deszkákból.,Gears and Planks are resources; keep consistent.
Building.GearWorkshop.DisplayName,Fogaskerékműhely,Gear is a resource
Building.GearWorkshop.FlavorDescription,"""A fa fogaskerék sziklaszilárd!"" — hirdette Kazkó bá az iparosítás korszakában.","Metal Gear Solid is a famous Japanese video game series. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.GravityBattery.Description,"A többletenergiát etárolja, és visszatáplálja, amikor a hálózat alulterhelt. Minél magasabbra épül, annál több energiát képes tárolni.",
Building.GravityBattery.DisplayName,Gravitációs akkumulátor,"A battery in the form of a crane, that stores energy by raising a heavy weight above the ground."
Building.GravityBattery.FlavorDescription,"Így néz ki, amikor a hódok saját fizikai törvényeket alkotnak.","Gravity batteries in the real world do not make sense from the physics standpoint."
Building.GreaseFactory.Description,"Kenőanyagot állít elő kivonatból és repceolajból, hogy fokozza a robotok hatékonyságát.","Bots should be the same as in Bot.PrefabName. Grease should be the same as Good.Grease.DisplayName."
Building.GreaseFactory.DisplayName,Kenőanyaggyár,Grease should be the same as Good.Grease.DisplayName.
Building.GreaseFactory.FlavorDescription,"""A jó munka olajozottan megy!"" — Kazkó bá","Reference to the song ""Greased Lightning"" from the movie ""Grease"" (1978). Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Grill.Description,Zöldségeket grillez.,
Building.Grill.DisplayName,Grill,A place that grills
Building.Grill.FlavorDescription,"""Rács, vaslap, tepsi, serpenyő – a krumpli mindenhol működik!"" — Nóra nagyi: Az 500 legjobb krumpliétel","Adapted quote from Lord of the Rings paired with a nod to an infamous Soviet-era cookbook ""500 potato dishes"". Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Gristmill.Description,Növényeket őröl lisztté.,"Plant matter meaning different parts of plants, such as roots or flowers."
Building.Gristmill.DisplayName,Őrlőmalom,
Building.Gristmill.FlavorDescription,"A bonyolultabb étrenddel jött a többlépcsős feldolgozás igénye is.",
Building.Hammock.Description,Hintázó pihentőhely.,
Building.Hammock.DisplayName,Függőágy,A free-standing hammock that beavers can rest in.
Building.Hammock.FlavorDescription,"Régen fákhoz kötötték, mígnem néhány túlbuzgó fakivágás balesetet okozott.",
Building.HaulingPost.Description,"Szállítók segítik a munkásokat a körzetben az áruk szállításában, jelentősen növelve termelékenységüket.",
Building.HaulingPost.DisplayName,Szállító állomás,Keep different from Flag buildings since the building is of a different category than flags.
Building.HaulingPost.FlavorDescription,"A szállítók a hódok legizmosabbjai. Nem szeretnél rálépni a farkukra.",
Building.Hedge.Description,Dekoratív sövény ládában.,
Building.Hedge.DisplayName,Sövény,
Building.Hedge.FlavorDescription,"A sövénylabirintus nem kihívás, amikor rövidített utat rághatsz magadnak.",
Building.Herbalist.Description,"Ellenszert gyárt szennyezett hódok kezeléséhez.",Antidote should be the same as Good.Antidote. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.Herbalist.DisplayName,Gyógyfüves,A building that serves as an antidote factory. It doesn't heal beavers inside.
Building.Herbalist.FlavorDescription,A lepárlót szigorúan orvosi célokra használják.,This building kind of resembles an alcohol brewery.
Building.HydroponicGarden.Description,"A szabad ég alatt nem termeszhető növények mesterséges kertje.",
Building.HydroponicGarden.DisplayName,Hidroponikus kert,An artificial garden that's used to cultivate special plants.
Building.HydroponicGarden.FlavorDescription,"Az ötlet egy gyorsan növő gombával benőtt, nyirkos embörrom felfedezése után született.","Referencing Timberborn's post-apo theme, but also a little bit of The Last of Us."
Building.ImpermeableFloor.Description,"Olyan padlólap, amely megakadályozza a víz átszivárgását.",
Building.ImpermeableFloor.DisplayName,Vízálló padló,
Building.ImpermeableFloor.FlavorDescription,"Az egész akkor kezdődött, amikor egy hódnak elege lett a csöpögő tető hangjából.",
Building.IndustrialLumberMill.Description,Deszkákat készít farönkökből. Ötletes elrendezése révén egyszerre több munkás is tud dolgozni benne.,"Planks should be the same as Good.Plank.DisplayName, Logs should be the same as Good.Log.DisplayName"
Building.IndustrialLumberMill.DisplayName,Ipari fűrészmalom,Lumber Mill should be the same as in Building.LumberMill.DisplayName
Building.IndustrialLumberMill.FlavorDescription,"Két fűrész jobb, mint egy.","Referencing the ""two beavers are better than one"" song, plus the IT lumbermill has two saws rather than one that's in the FT version."
Building.Inventor.DisplayName,Feltaláló,
Building.Inventor.FlavorDescription,"Kazkó bá hagyatékából merítve a hód feltalálók sosem restek újítani fatechnológiájukon.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.IrrigationBarrier.Description,"Megakadályozza, hogy a víz -- és ezzel együtt a szennyezés -- a talajba szivárogjon.",Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square with objects sticking out of the ground.
Building.IrrigationBarrier.DisplayName,Vízzár,"Name of the building that stops spreading soil irrigation (both moisture and contamination) that's placed on the ground and is presented as square with objects sticking out of the ground. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName."
Building.IrrigationBarrier.FlavorDescription,A Vasfogak örömmel kontrollálják a sivatagi élet minden aspektusát.,Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.LaborerMonument.DisplayName,Munkás Emlékmű,Name of a monument
Building.LaborerMonument.FlavorDescription,"Hiába adta át a helyét a kézi munka az iparosodásnak, a Vasfogak munkamorálja mit sem változott.",
Building.Lantern.Description,Dekoratív lámpa.,
Building.Lantern.DisplayName,Lámpa,
Building.Lantern.FlavorDescription,"Természetüknél fogva éjszakai lények, a modern hódok mégis kissé nyugtalanok lesznek a sötétben.",
Building.LargeBarrack.DisplayName,Nagy laktanya,Barracks are cramped homes for beavers. Not related to soldiers. A bigger variant of Building.Barrack.
Building.LargeBarrack.FlavorDescription,"Mi az a ""magánélet""?","Barracks are very cramped so there isn't much private space."
Building.LargeIndustrialPile.DisplayName,Nagy ipari halom,
Building.LargeIndustrialPile.FlavorDescription,Mi jobb egy halomnál? Egy halom halom.,"The building is an improved, stackable variant of Building.LargePile"
